Account,Details,Date,Description,Type,Check or Slip #,Just Text,Sub Category,Primary Category,Vendor,Amount,Tax/Reason,Notes
Primary 5925,DEBIT,5/24/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 049021 05/24,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$48.17,,
Primary 5925,DEBIT,5/21/2021,SAFEWAY #1899 ROSEVILLE CA 808766 05/21,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$79.72,,
Primary 5925,DEBIT,5/19/2021,ROSEVILLE GROCE ROSEVILLE CA 05/19,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$284.91,,
Primary 5925,DEBIT,5/17/2021,SAFEWAY #1899 ROSEVILLE CA 109713 05/16,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$161.16,,
Primary 5925,DEBIT,5/10/2021,SAFEWAY #1899 ROSEVILLE CA 818298 05/09,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$142.38,,
Primary 5925,DEBIT,5/7/2021,ROSEVILLE GROCE ROSEVILLE CA 05/06,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$321.17,,
Primary 5925,DEBIT,5/3/2021,SMART AND FINAL ROSEVILLE CA 05/02,DEBIT_CARD,,Smart And Final Roseville Ca,Groceries,Food,Smart and Final,$120.84,,
Primary 5925,DEBIT,4/29/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 248483 04/28,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$68.68,,
Primary 5925,DEBIT,4/28/2021,RALEY'S ONLINE #905 800-925-9989 CA 04/28,DEBIT_CARD,,Raley S Online Ca,Groceries,Food,Raley,$63.25,,
Primary 5925,DEBIT,4/21/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 326950 04/21,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$67.95,,
Primary 5925,DEBIT,4/21/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 249741 04/21,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$69.20,,
Primary 5925,DEBIT,4/21/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 04/20 Purchase $15.06 Cash Back $20.00,DEBIT_CARD,,Bel Air Sunr Roseville Ca Purchase $ Cash Back $,Groceries,Food,Bel Air,$35.06,,
Primary 5925,DEBIT,4/19/2021,ROSEVILLE GROCE ROSEVILLE CA 04/18,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$212.75,,
Primary 5925,DEBIT,4/14/2021,SAFEWAY #1899 ROSEVILLE CA 840751 04/14,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$52.02,,
Primary 5925,DEBIT,4/14/2021,ROSEVILLE GROCE ROSEVILLE CA 04/14,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$182.72,,
Primary 5925,DEBIT,4/9/2021,SAFEWAY #1899 ROSEVILLE CA 452360 04/09,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$84.78,,
Primary 5925,DEBIT,4/5/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 04/03 Purchase $68.66 Cash Back $20.00,DEBIT_CARD,,Bel Air Sunr Roseville Ca Purchase $ Cash Back $,Groceries,Food,Bel Air,$88.66,,
Primary 5925,DEBIT,4/2/2021,SPROUTS FARMERS MARKET ROSEVILLE CA 106430 04/02,DEBIT_CARD,,Sprouts Farmers Market Roseville Ca,Groceries,Food,Sprouts,$18.07,,
Primary 5925,DEBIT,4/1/2021,SAFEWAY #1899 ROSEVILLE CA 889761 04/01,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$109.50,,
Primary 5925,DEBIT,3/30/2021,WINCO FOODS #54 8711 G Orangevale CA 604349 03/30,DEBIT_CARD,,Winco Foods G Orangevale Ca,Groceries,Food,WinCo,$16.02,,
Primary 5925,DEBIT,3/26/2021,ROSEVILLE GROCE ROSEVILLE CA 03/26,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$192.58,,
Primary 5925,DEBIT,3/24/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 157524 03/23,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$58.57,,
Primary 5925,DEBIT,3/22/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 423936 03/20,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$72.70,,
Primary 5925,DEBIT,3/19/2021,SAFEWAY #1899 ROSEVILLE CA 040119 03/18,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$49.97,,
Primary 5925,DEBIT,3/16/2021,ROSEVILLE GROCE ROSEVILLE CA 03/16,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$182.33,,
Primary 5925,DEBIT,3/15/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 963881 03/13,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$16.34,,
Primary 5925,DEBIT,3/12/2021,BEL AIR #525 9435 ELK ELK GROVE CA 303719 03/12,DEBIT_CARD,,Bel Air Elk Elk Grove Ca,Groceries,Food,Bel Air,$9.97,,
Primary 5925,DEBIT,3/11/2021,SAFEWAY #1899 ROSEVILLE CA 281432 03/10,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$57.93,,
Primary 5925,DEBIT,3/9/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 435564 03/09,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$9.06,,
Primary 5925,DEBIT,3/8/2021,ROSEVILLE GROCE ROSEVILLE CA 03/06,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$273.85,,
Primary 5925,DEBIT,3/4/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 030318 03/04,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$30.06,,
Primary 5925,DEBIT,3/3/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 346319 03/03,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$54.15,,
Primary 5925,DEBIT,3/2/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 026593 03/02,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$25.77,,
Primary 5925,DEBIT,3/1/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 951837 02/27,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$62.57,,
Primary 5925,DEBIT,3/1/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 712610 03/01,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$6.47,,
Primary 5925,DEBIT,2/23/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 020124 02/23,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$38.68,,
Primary 5925,DEBIT,2/22/2021,SPROUTS FARMERS MARKET ROSEVILLE CA 02/21 Purchase $23.88 Cash Back $10.00,DEBIT_CARD,,Sprouts Farmers Market Roseville Ca Purchase $ Cash Back $,Groceries,Food,Sprouts,$33.88,,
Primary 5925,DEBIT,2/22/2021,SAFEWAY #1899 ROSEVILLE CA 02/20,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$85.95,,
Primary 5925,DEBIT,2/19/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 02/19 Purchase $34.97 Cash Back $10.00,DEBIT_CARD,,Bel Air Sunr Roseville Ca Purchase $ Cash Back $,Groceries,Food,Bel Air,$44.97,,
Primary 5925,DEBIT,2/18/2021,ROSEVILLE GROCE ROSEVILLE CA 02/18,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$145.15,,
Primary 5925,DEBIT,2/16/2021,SAFEWAY #1899 ROSEVILLE CA 654584 02/14,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$74.18,,
Primary 5925,DEBIT,2/16/2021,SAFEWAY #1899 ROSEVILLE CA 02/14,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$6.67,,
Primary 5925,DEBIT,2/12/2021,SAFEWAY #1899 ROSEVILLE CA 167260 02/11,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$118.23,,
Primary 5925,DEBIT,2/1/2021,RALEY S #227 1915 DOUG ROSEVILLE CA 01/30 Purchase $90.01 Cash Back $20.00,DEBIT_CARD,,Raley S Doug Roseville Ca Purchase $ Cash Back $,Groceries,Food,Raley,$110.01,,
Primary 5925,DEBIT,1/20/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 01/20 Purchase $57.33 Cash Back $20.00,DEBIT_CARD,,Bel Air Sunr Roseville Ca Purchase $ Cash Back $,Groceries,Food,Bel Air,$77.33,,
Primary 5925,DEBIT,1/19/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 944582 01/18,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$34.72,,
Primary 5925,DEBIT,1/14/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 936522 01/14,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$98.92,,
Primary 5925,DEBIT,1/8/2021,SPROUTS FARMERS MARKET ROSEVILLE CA 01/08 Purchase $180.65 Cash Back $10.00,DEBIT_CARD,,Sprouts Farmers Market Roseville Ca Purchase $ Cash Back $,Groceries,Food,Sprouts,$190.65,,
Primary 5925,DEBIT,1/5/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 161447 01/05,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$14.86,,
Primary 5925,DEBIT,8/24/2021,Microsoft 425-6816830 WA 08/24,DEBIT_CARD,,Microsoft Wa,Minecraft,Games,Microsoft,$59.99,,
Primary 5925,DEBIT,12/20/2021,MCCAULOUS - 34 AUBURN CA 12/18,DEBIT_CARD,,Mccaulous Auburn Ca,Christmas,Gifts,Mc Caulous,$51.19,,
Primary 5925,DEBIT,4/8/2021,PLAYMOBIL LECHUZA 609-3955566 NJ 04/07,DEBIT_CARD,,Playmobil Lechuza Nj,Gift,Gifts,Playmobile,$54.09,,
Bills 7129,DEBIT,7/12/2021,NOVABAY PHARMACEUTIC HTTPSAVENOVA. CA 07/10,DEBIT_CARD,,Novabay Pharmaceutic Httpsavenova Ca,Eye Cleaner,Health/Medical,,$29.08,,
Business 7060,DEBIT,4/26/2021,A AND A STEPPING STO CITRUS HEIGHT CA 04/23,DEBIT_CARD,,A And A Stepping Sto Citrus Height Ca,Household,Home Improvement,Stones,$110.12,,
Business 7060,DEBIT,5/17/2021,LOWES #00907* 866-483-7521 NC 05/16,DEBIT_CARD,,Lowes * Nc,Hardware,Household,Lowe,$58.64,,
Business 7060,DEBIT,4/5/2021,LOWE'S #1540 CITRUS HGHTS CA 587309 04/05,DEBIT_CARD,,Lowe S Citrus Hghts Ca,Hardware,Household,Lowe,$305.34,,
Business 7060,DEBIT,2/17/2021,LOWE'S #1540 CITRUS HGHTS CA 480263 02/17,DEBIT_CARD,,Lowe S Citrus Hghts Ca,Hardware,Household,Lowe,$183.75,,
Business 7060,DEBIT,1/4/2021,LOWE'S #1207 ROSEVILLE CA 279122 01/01,DEBIT_CARD,,Lowe S Roseville Ca,Hardware,Household,Lowe,$306.25,,
Primary 5925,DEBIT,12/31/2021,LOWE'S #1540 CITRUS HGHTS CA 236576 12/31,DEBIT_CARD,,Lowe S Citrus Hghts Ca,Hardware,Household,Lowe,$139.00,,
Primary 5925,DEBIT,6/8/2021,NURSERY ROSEVILLE CA 06/08,DEBIT_CARD,,Nursery Roseville Ca,Gardnening,Household,Nursery,$100.00,,
Primary 5925,DEBIT,5/24/2021,TIMBER HOME STORE ARNOLD CA 05/23,DEBIT_CARD,,Timber Home Store Arnold Ca,Hardware,Household,Timber,$6.76,,
Primary 5925,DEBIT,3/26/2021,NURSERY ROSEVILLE CA 03/26,DEBIT_CARD,,Nursery Roseville Ca,Gardnening,Household,Nursery,$35.02,,
Primary 5925,DEBIT,3/2/2021,LOWE'S #1207 ROSEVILLE CA 983793 03/02,DEBIT_CARD,,Lowe S Roseville Ca,Hardware,Household,Lowe,$82.70,,
Primary 5925,DEBIT,2/1/2021,LOWE'S #1540 CITRUS HGHTS CA 780451 01/31,DEBIT_CARD,,Lowe S Citrus Hghts Ca,Hardware,Household,Lowe,$218.33,,
Primary 5925,DEBIT,1/20/2021,THE HOME DEPOT #0636 ROSEVILLE CA 658724 01/19,DEBIT_CARD,,The Home Depot Roseville Ca,Hardware,Household,Home Depot,$29.52,,
Primary 5925,DEBIT,1/4/2021,NURSERY ROSEVILLE CA 01/04,DEBIT_CARD,,Nursery Roseville Ca,Gardnening,Household,Nursery,$102.12,,
7290 N Christopher 9020,DEBIT,12/1/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,10960.56,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$795.32,,
7290 N Christopher 9020,DEBIT,11/1/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,10513.88,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$795.32,,
7290 N Christopher 9020,DEBIT,10/1/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,10006.05,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$795.32,,
7290 N Christopher 9020,DEBIT,9/1/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,10012.37,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$795.32,,
7290 N Christopher 9020,DEBIT,8/2/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,7460.89,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$795.32,,
7290 N Christopher 9020,DEBIT,7/1/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,8256.21,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$795.32,,
7290 N Christopher 9020,DEBIT,6/1/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,8442.03,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$783.62,,
7290 N Christopher 9020,DEBIT,5/3/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,8104.63,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$783.62,,
7290 N Christopher 9020,DEBIT,4/1/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,8283.73,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$783.62,,
7290 N Christopher 9020,DEBIT,3/1/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,9067.35,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$783.62,,
7290 N Christopher 9020,DEBIT,2/1/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,8869.77,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$783.62,,
7290 N Christopher 9020,DEBIT,1/4/2021,DOVENMUEHLE MTG MORTG PYMT 1467747745 WEB ID: 1362435132,ACH_DEBIT,8579.79,DOVENMUEHLE MTG MORTG PYMT WEB ID,Mortgage,Investments,Dovenmuehle,$783.62,,
Business 7060,DEBIT,3/10/2021,DOMESTIC INCOMING WIRE FEE,FEE_TRANSACTION,,Domestic Incoming Wire Fee,Wire Fee,Investments,,$15.00,,
Bills 7129,DEBIT,5/13/2021,TRICKS GYMNASTICS DANC 916-7822427 CA 05/12,DEBIT_CARD,,Tricks Gymnastics Danc Ca,Education,Kids,Tricks Gymnastics,$69.00,,
Bills 7129,DEBIT,5/3/2021,TRICKS GYMNASTICS DANC 916-7822427 CA 05/01,DEBIT_CARD,,Tricks Gymnastics Danc Ca,Education,Kids,Tricks Gymnastics,$92.00,,
Primary 5925,DEBIT,8/31/2021,CUTCO RR 800-828-0448 NY 08/30,DEBIT_CARD,,Cutco Rr Ny,Household,Knives,Cutco,$9.00,,
Primary 5925,CHECK,9/21/2021,CHECK 1030,CHECK_PAID,1030,Check,Check,Other,Chase,$250.00,,
Primary 5925,CHECK,9/14/2021,CHECK 1035,CHECK_PAID,1035,Check,Check,Other,Chase,$40.00,,
Primary 5925,CHECK,9/14/2021,CHECK 1034,CHECK_PAID,1034,Check,Check,Other,Chase,$50.00,,
Primary 5925,CHECK,5/24/2021,CHECK 1029,CHECK_PAID,1029,Check,Check,Other,Chase,$60.00,,
Primary 5925,CHECK,5/17/2021,CHECK 1026,CHECK_PAID,1026,Check,Check,Other,Chase,$45.00,,
Primary 5925,CHECK,4/8/2021,CHECK 1025,CHECK_PAID,1025,Check,Check,Other,Chase,$75.00,,
Primary 5925,CHECK,3/9/2021,CHECK 1024,CHECK_PAID,1024,Check,Check,Other,Chase,"$1,000.00",,
Primary 5925,CHECK,3/2/2021,CHECK 1023,CHECK_PAID,1023,Check,Check,Other,Chase,$40.00,,
Primary 5925,CHECK,2/12/2021,CHECK 1022,CHECK_PAID,1022,Check,Check,Other,Chase,$26.00,,
Primary 5925,CHECK,2/3/2021,CHECK 1020,CHECK_PAID,1020,Check,Check,Other,Chase,$8.50,,
Primary 5925,CHECK,1/21/2021,CHECK 1021,CHECK_PAID,1021,Check,Check,Other,Chase,$23.00,,
Primary 5925,CHECK,1/4/2021,CHECK 1015,CHECK_PAID,1015,Check,Check,Other,Chase,$30.00,,
Primary 5925,CHECK,1/4/2021,CHECK 1013,CHECK_PAID,1013,Check,Check,Other,Chase,$20.00,,
Primary 5925,DEBIT,9/13/2021,MERCY PET HOSPITAL FAIR OAKS CA 070551 09/13,DEBIT_CARD,,Mercy Pet Hospital Fair Oaks Ca,Cat,Pet,Mercy Hosp,$227.03,,
Primary 5925,DEBIT,3/10/2021,MERCY PET HOSPITAL FAIR OAKS CA 03/09,DEBIT_CARD,,Mercy Pet Hospital Fair Oaks Ca,Cat,Pet,Mercy Hosp,$93.06,,
Primary 5925,DEBIT,2/17/2021,MERCY PET HOSPITAL FAIR OAKS CA 02/16,DEBIT_CARD,,Mercy Pet Hospital Fair Oaks Ca,Cat,Pet,Mercy Hosp,$121.37,,
Bills 7129,DEBIT,12/27/2021,CHEWY.COM 800-672-4399 FL 12/24,DEBIT_CARD,,Chewy Com Fl,Pets,Pets,Chewy,$87.33,,
Bills 7129,DEBIT,12/6/2021,CHEWY.COM 800-672-4399 FL 12/04,DEBIT_CARD,,Chewy Com Fl,Pets,Pets,Chewy,$55.31,,
Bills 7129,DEBIT,10/27/2021,CHEWY.COM 800-672-4399 FL 10/27,DEBIT_CARD,,Chewy Com Fl,Pets,Pets,Chewy,$81.61,,
Bills 7129,DEBIT,10/22/2021,CHEWY.COM 800-672-4399 FL 10/22,DEBIT_CARD,,Chewy Com Fl,Pets,Pets,Chewy,$87.33,,
Bills 7129,DEBIT,8/20/2021,CHEWY.COM 800-672-4399 FL 08/19,DEBIT_CARD,,Chewy Com Fl,Pets,Pets,Chewy,$87.33,,
Bills 7129,DEBIT,7/12/2021,CHEWY.COM 800-672-4399 FL 07/11,DEBIT_CARD,,Chewy Com Fl,Pets,Pets,Chewy,$42.00,,
Primary 5925,DEBIT,6/29/2021,CHEWY.COM 800-672-4399 FL 06/29,DEBIT_CARD,,Chewy Com Fl,Pets,Pets,Chewy,$87.33,,
Primary 5925,DEBIT,5/21/2021,WWW.PETSMART.COM 888-839-9638 AZ 05/20,DEBIT_CARD,,Www Petsmart Com Az,Pets,Pets,PetSmart,$17.72,,
Primary 5925,DEBIT,4/19/2021,CHEWY.COM 800-672-4399 FL 04/17,DEBIT_CARD,,Chewy Com Fl,Pets,Pets,Chewy,$87.33,,
Primary 5925,DEBIT,1/8/2021,CHEWY.COM 800-672-4399 FL 01/08,DEBIT_CARD,,Chewy Com Fl,Pets,Pets,Chewy,$64.03,,
Business 7060,CREDIT,5/21/2021,FRANCHISE TAX BD CASTTAXRFD PPD ID: 9282532045,ACH_CREDIT,,Franchise Tax Bd Casttaxrfd Ppd Id,Tax,Rebate,IRS,"$2,840.00",,
Business 7060,CREDIT,3/10/2021,"FEDWIRE CREDIT VIA: CITY NATIONAL BANK/122016066 B/O: PLACER TITLE COMPANY AUBURN CA 95603 REF: CHASE NYC/CTR/BNF=LUIS JOHN BUSEKRUS OR SHELBY LYNN CITRUS HEIGHTS CA 95610-0404 US/AC-000000008759 RFB=3 3496994 OBI=PROCEEDS BBI=/ACC/DDA/8 75907060 LUIS ANTHONY BUS EKRUS 841 7 FAIR WAY CITRUS HEIGHTS ,CA,95 IMAD: 0310L2LFCK1C005769 TRN: 7569109069FF",WIRE_INCOMING,,Fedwire Credit Via City National Bank Bo Placer Title Co,Cash Refi,Refinance,Cash Refi,"$37,767.94",,
Bills 7129,DEBIT,9/10/2021,ST OF CA DMV INTERNET 133584076210909 WEB ID: 1680311348,ACH_DEBIT,,St Of Ca Dmv Internetweb Id,Auto,Registration,DMV,$403.00,,
Bills 7129,DEBIT,3/18/2021,ST OF CA DMV INTERNET 122136163210317 WEB ID: 1680311348,ACH_DEBIT,,St Of Ca Dmv Internetweb Id,Auto,Registration,DMV,$141.00,,
Primary 5925,DEBIT,12/31/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,12/30/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,12/29/2021,Digit.co Subscriptn PPD ID: 7461730710,ACH_DEBIT,,Digit Co Subscriptn Ppd Id,Monthly Cost,Savings,Digit,$5.00,,
Primary 5925,DEBIT,12/29/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,12/28/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,12/27/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,12/24/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,12/23/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,11/30/2021,Digit.co Subscriptn PPD ID: 7461730710,ACH_DEBIT,,Digit Co Subscriptn Ppd Id,Monthly Cost,Savings,Digit,$5.00,,
Primary 5925,DEBIT,11/29/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,11/24/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,11/17/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,11/9/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,11/3/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,11/2/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,11/1/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/29/2021,Digit.co Subscriptn PPD ID: 7461730710,ACH_DEBIT,,Digit Co Subscriptn Ppd Id,Monthly Cost,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/29/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/28/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/27/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/26/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/25/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/22/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/14/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/13/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/8/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$5.00,,
Primary 5925,DEBIT,10/7/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$15.00,,
Primary 5925,DEBIT,10/6/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$15.00,,
Primary 5925,DEBIT,10/5/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$15.00,,
Primary 5925,DEBIT,10/4/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$15.00,,
Primary 5925,DEBIT,10/1/2021,Digit.co Digit.co PPD ID: 9165348002,ACH_DEBIT,,Digit Co Digit Co Ppd Id,Digit,Savings,Digit,$15.00,,
